iteration,interception,interception_cost,blocking,message_status,message_block_cost,total_cost,windtexter,application
540,0.7,0.29,0.5,unsuccessful,4.4,3.75,Full,private
540,0.4,84.0,0.9,sucessful,1.33,85.33,Baseline,commercial
540,0.4,84.0,0.6,sucessful,6.0,90.0,Partial,commercial
540,0.9,0.44,0.5,unsuccessful,8.8,90.0,Full,commercial
540,0.3,306.0,0.6,sucessful,9.0,315.0,Baseline,government
540,0.5,39.6,0.9,sucessful,2.0,41.6,Partial,government
540,0.5,13.2,0.9,sucessful,0.67,41.6,Full,government
540,0.2,864.0,0.4,unsuccessful,168.0,1032.0,Baseline,millitary
540,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
540,0.5,17.6,0.6,sucessful,4.0,6.86,Full,millitary
541,0.9,0.67,0.6,sucessful,3.0,3.67,Baseline,private
541,0.7,0.86,0.8,sucessful,0.75,1.61,Partial,private
541,0.8,0.25,0.7,sucessful,0.29,1.61,Full,private
541,0.9,1.33,0.6,sucessful,6.0,7.33,Baseline,commercial
541,0.9,1.33,0.9,sucessful,1.33,2.66,Partial,commercial
541,0.4,28.0,0.5,unsuccessful,8.8,2.66,Full,commercial
541,0.8,2.25,0.6,sucessful,9.0,11.25,Baseline,government
541,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
541,0.9,0.67,0.4,unsuccessful,42.0,5.14,Full,government
541,0.2,864.0,0.8,sucessful,3.0,867.0,Baseline,millitary
541,0.8,3.0,0.7,sucessful,3.43,6.43,Partial,millitary
541,0.9,0.89,0.5,unsuccessful,17.6,6.43,Full,millitary
542,0.8,0.75,0.9,sucessful,0.67,1.42,Baseline,private
542,0.9,0.67,0.5,unsuccessful,13.2,13.87,Partial,private
542,0.8,0.25,0.9,sucessful,0.22,13.87,Full,private
542,0.5,26.4,0.4,unsuccessful,84.0,110.4,Baseline,commercial
542,0.6,6.0,0.6,sucessful,6.0,12.0,Partial,commercial
542,0.7,0.57,0.7,sucessful,0.57,12.0,Full,commercial
542,0.6,9.0,0.3,unsuccessful,306.0,315.0,Baseline,government
542,0.4,126.0,0.6,sucessful,9.0,135.0,Partial,government
542,0.8,0.75,0.9,sucessful,0.67,135.0,Full,government
542,0.5,52.8,0.4,unsuccessful,168.0,220.8,Baseline,millitary
542,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
542,0.9,0.89,0.8,sucessful,1.0,6.86,Full,millitary
543,0.7,0.86,0.7,sucessful,0.86,1.72,Baseline,private
543,0.5,13.2,0.8,sucessful,0.75,13.95,Partial,private
543,0.5,4.4,0.5,unsuccessful,4.4,13.95,Full,private
543,0.7,1.71,0.7,sucessful,1.71,3.42,Baseline,commercial
543,0.6,6.0,0.8,sucessful,1.5,7.5,Partial,commercial
543,0.8,0.5,0.7,sucessful,0.57,7.5,Full,commercial
543,0.3,306.0,0.8,sucessful,2.25,308.25,Baseline,government
543,0.7,2.57,0.5,unsuccessful,39.6,42.17,Partial,government
543,0.7,0.86,0.5,unsuccessful,13.2,42.17,Full,government
543,0.6,12.0,0.7,sucessful,3.43,15.43,Baseline,millitary
543,0.6,12.0,0.9,sucessful,2.67,14.67,Partial,millitary
543,0.4,56.0,0.7,sucessful,1.14,14.67,Full,millitary
544,0.4,42.0,0.9,sucessful,0.67,42.67,Baseline,private
544,0.5,13.2,0.4,unsuccessful,42.0,55.2,Partial,private
544,0.9,0.22,0.7,sucessful,0.29,55.2,Full,private
544,0.5,26.4,0.8,sucessful,1.5,27.9,Baseline,commercial
544,0.7,1.71,0.5,unsuccessful,26.4,28.11,Partial,commercial
544,0.5,8.8,0.9,sucessful,0.44,28.11,Full,commercial
544,0.8,2.25,0.9,sucessful,2.0,4.25,Baseline,government
544,0.5,39.6,0.5,unsuccessful,39.6,79.2,Partial,government
544,0.7,0.86,0.4,unsuccessful,42.0,79.2,Full,government
544,0.4,168.0,0.6,sucessful,12.0,180.0,Baseline,millitary
544,0.4,168.0,0.7,sucessful,3.43,171.43,Partial,millitary
544,0.9,0.89,0.7,sucessful,1.14,171.43,Full,millitary
545,0.5,13.2,0.7,sucessful,0.86,14.06,Baseline,private
545,0.8,0.75,0.7,sucessful,0.86,1.61,Partial,private
545,0.7,0.29,0.4,unsuccessful,14.0,1.61,Full,private
545,0.7,1.71,0.4,unsuccessful,84.0,85.71,Baseline,commercial
545,0.4,84.0,0.7,sucessful,1.71,85.71,Partial,commercial
545,0.9,0.44,0.8,sucessful,0.5,85.71,Full,commercial
545,0.5,39.6,0.6,sucessful,9.0,48.6,Baseline,government
545,0.8,2.25,0.4,unsuccessful,126.0,128.25,Partial,government
545,0.6,3.0,0.4,unsuccessful,42.0,128.25,Full,government
545,0.2,864.0,0.7,sucessful,3.43,867.43,Baseline,millitary
545,0.7,3.43,0.5,unsuccessful,52.8,56.23,Partial,millitary
545,0.8,1.0,0.8,sucessful,1.0,56.23,Full,millitary
546,0.8,0.75,0.8,sucessful,0.75,1.5,Baseline,private
546,0.9,0.67,0.9,sucessful,0.67,1.34,Partial,private
546,0.8,0.25,0.8,sucessful,0.25,1.34,Full,private
546,0.8,1.5,0.5,unsuccessful,26.4,27.9,Baseline,commercial
546,0.5,26.4,0.9,sucessful,1.33,27.73,Partial,commercial
546,0.5,8.8,0.6,sucessful,2.0,27.73,Full,commercial
546,0.6,9.0,0.5,unsuccessful,39.6,48.6,Baseline,government
546,0.5,39.6,0.7,sucessful,2.57,42.17,Partial,government
546,0.4,42.0,0.8,sucessful,0.75,42.17,Full,government
546,0.5,52.8,0.8,sucessful,3.0,55.8,Baseline,millitary
546,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
546,0.9,0.89,0.5,unsuccessful,17.6,6.86,Full,millitary
547,0.5,13.2,0.8,sucessful,0.75,13.95,Baseline,private
547,0.4,42.0,0.9,sucessful,0.67,42.67,Partial,private
547,0.7,0.29,0.7,sucessful,0.29,42.67,Full,private
547,0.9,1.33,0.5,unsuccessful,26.4,27.73,Baseline,commercial
547,0.4,84.0,0.6,sucessful,6.0,90.0,Partial,commercial
547,0.4,28.0,0.7,sucessful,0.57,90.0,Full,commercial
547,0.8,2.25,0.7,sucessful,2.57,4.82,Baseline,government
547,0.6,9.0,0.9,sucessful,2.0,11.0,Partial,government
547,0.7,0.86,0.7,sucessful,0.86,11.0,Full,government
547,0.7,3.43,0.4,unsuccessful,168.0,171.43,Baseline,millitary
547,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
547,0.5,17.6,0.6,sucessful,4.0,6.86,Full,millitary
548,0.7,0.86,0.6,sucessful,3.0,3.86,Baseline,private
548,0.7,0.86,0.9,sucessful,0.67,1.53,Partial,private
548,0.5,4.4,0.7,sucessful,0.29,1.53,Full,private
548,0.9,1.33,0.7,sucessful,1.71,3.04,Baseline,commercial
548,0.8,1.5,0.4,unsuccessful,84.0,85.5,Partial,commercial
548,0.5,8.8,0.4,unsuccessful,28.0,85.5,Full,commercial
548,0.8,2.25,0.5,unsuccessful,39.6,41.85,Baseline,government
548,0.5,39.6,0.4,unsuccessful,126.0,165.6,Partial,government
548,0.4,42.0,0.4,unsuccessful,42.0,165.6,Full,government
548,0.9,2.67,0.9,sucessful,2.67,5.34,Baseline,millitary
548,0.4,168.0,0.9,sucessful,2.67,170.67,Partial,millitary
548,0.5,17.6,0.7,sucessful,1.14,170.67,Full,millitary
549,0.8,0.75,0.5,unsuccessful,13.2,13.95,Baseline,private
549,0.9,0.67,0.8,sucessful,0.75,1.42,Partial,private
549,0.4,14.0,0.6,sucessful,1.0,1.42,Full,private
549,0.5,26.4,0.8,sucessful,1.5,27.9,Baseline,commercial
549,0.7,1.71,0.9,sucessful,1.33,3.04,Partial,commercial
549,0.4,28.0,0.7,sucessful,0.57,3.04,Full,commercial
549,0.4,126.0,0.4,unsuccessful,126.0,252.0,Baseline,government
549,0.8,2.25,0.4,unsuccessful,126.0,128.25,Partial,government
549,0.7,0.86,0.5,unsuccessful,13.2,128.25,Full,government
549,0.9,2.67,0.2,unsuccessful,864.0,866.67,Baseline,millitary
549,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
549,0.4,56.0,0.4,unsuccessful,56.0,6.86,Full,millitary
550,0.9,0.67,0.5,unsuccessful,13.2,13.87,Baseline,private
550,0.7,0.86,0.5,unsuccessful,13.2,14.06,Partial,private
550,0.9,0.22,0.7,sucessful,0.29,14.06,Full,private
550,0.6,6.0,0.8,sucessful,1.5,7.5,Baseline,commercial
550,0.7,1.71,0.6,sucessful,6.0,7.71,Partial,commercial
550,0.9,0.44,0.7,sucessful,0.57,7.71,Full,commercial
550,0.6,9.0,0.8,sucessful,2.25,11.25,Baseline,government
550,0.4,126.0,0.5,unsuccessful,39.6,165.6,Partial,government
550,0.9,0.67,0.7,sucessful,0.86,165.6,Full,government
550,0.4,168.0,0.7,sucessful,3.43,171.43,Baseline,millitary
550,0.9,2.67,0.7,sucessful,3.43,6.1,Partial,millitary
550,0.6,4.0,0.9,sucessful,0.89,6.1,Full,millitary
551,0.6,3.0,0.2,unsuccessful,216.0,219.0,Baseline,private
551,0.5,13.2,0.7,sucessful,0.86,14.06,Partial,private
551,0.9,0.22,0.9,sucessful,0.22,14.06,Full,private
551,0.7,1.71,0.8,sucessful,1.5,3.21,Baseline,commercial
551,0.4,84.0,0.5,unsuccessful,26.4,110.4,Partial,commercial
551,0.4,28.0,0.6,sucessful,2.0,110.4,Full,commercial
551,0.5,39.6,0.5,unsuccessful,39.6,79.2,Baseline,government
551,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
551,0.9,0.67,0.9,sucessful,0.67,5.14,Full,government
551,0.7,3.43,0.6,sucessful,12.0,15.43,Baseline,millitary
551,0.9,2.67,0.8,sucessful,3.0,5.67,Partial,millitary
551,0.5,17.6,0.5,unsuccessful,17.6,5.67,Full,millitary
552,0.4,42.0,0.6,sucessful,3.0,45.0,Baseline,private
552,0.8,0.75,0.9,sucessful,0.67,1.42,Partial,private
552,0.7,0.29,0.4,unsuccessful,14.0,1.42,Full,private
552,0.6,6.0,0.8,sucessful,1.5,7.5,Baseline,commercial
552,0.4,84.0,0.9,sucessful,1.33,85.33,Partial,commercial
552,0.9,0.44,0.4,unsuccessful,28.0,85.33,Full,commercial
552,0.9,2.0,0.4,unsuccessful,126.0,128.0,Baseline,government
552,0.8,2.25,0.9,sucessful,2.0,4.25,Partial,government
552,0.4,42.0,0.8,sucessful,0.75,4.25,Full,government
552,0.7,3.43,0.2,unsuccessful,864.0,867.43,Baseline,millitary
552,0.9,2.67,0.9,sucessful,2.67,5.34,Partial,millitary
552,0.7,1.14,0.9,sucessful,0.89,5.34,Full,millitary
553,0.6,3.0,0.7,sucessful,0.86,3.86,Baseline,private
553,0.8,0.75,0.7,sucessful,0.86,1.61,Partial,private
553,0.5,4.4,0.7,sucessful,0.29,1.61,Full,private
553,0.7,1.71,0.3,unsuccessful,204.0,205.71,Baseline,commercial
553,0.7,1.71,0.5,unsuccessful,26.4,28.11,Partial,commercial
553,0.8,0.5,0.4,unsuccessful,28.0,28.11,Full,commercial
553,0.6,9.0,0.3,unsuccessful,306.0,315.0,Baseline,government
553,0.9,2.0,0.8,sucessful,2.25,4.25,Partial,government
553,0.5,13.2,0.5,unsuccessful,13.2,4.25,Full,government
553,0.6,12.0,0.6,sucessful,12.0,24.0,Baseline,millitary
553,0.8,3.0,0.7,sucessful,3.43,6.43,Partial,millitary
553,0.7,1.14,0.7,sucessful,1.14,6.43,Full,millitary
554,0.7,0.86,0.4,unsuccessful,42.0,42.86,Baseline,private
554,0.8,0.75,0.7,sucessful,0.86,1.61,Partial,private
554,0.5,4.4,0.5,unsuccessful,4.4,1.61,Full,private
554,0.5,26.4,0.9,sucessful,1.33,27.73,Baseline,commercial
554,0.7,1.71,0.8,sucessful,1.5,3.21,Partial,commercial
554,0.8,0.5,0.9,sucessful,0.44,3.21,Full,commercial
554,0.2,648.0,0.5,unsuccessful,39.6,687.6,Baseline,government
554,0.9,2.0,0.7,sucessful,2.57,4.57,Partial,government
554,0.9,0.67,0.9,sucessful,0.67,4.57,Full,government
554,0.7,3.43,0.9,sucessful,2.67,6.1,Baseline,millitary
554,0.6,12.0,0.9,sucessful,2.67,14.67,Partial,millitary
554,0.9,0.89,0.5,unsuccessful,17.6,14.67,Full,millitary
555,0.5,13.2,0.9,sucessful,0.67,13.87,Baseline,private
555,0.7,0.86,0.5,unsuccessful,13.2,14.06,Partial,private
555,0.5,4.4,0.7,sucessful,0.29,14.06,Full,private
555,0.5,26.4,0.4,unsuccessful,84.0,110.4,Baseline,commercial
555,0.5,26.4,0.9,sucessful,1.33,27.73,Partial,commercial
555,0.4,28.0,0.6,sucessful,2.0,27.73,Full,commercial
555,0.8,2.25,0.8,sucessful,2.25,4.5,Baseline,government
555,0.9,2.0,0.7,sucessful,2.57,4.57,Partial,government
555,0.7,0.86,0.7,sucessful,0.86,4.57,Full,government
555,0.6,12.0,0.7,sucessful,3.43,15.43,Baseline,millitary
555,0.8,3.0,0.9,sucessful,2.67,5.67,Partial,millitary
555,0.4,56.0,0.5,unsuccessful,17.6,5.67,Full,millitary
556,0.4,42.0,0.4,unsuccessful,42.0,84.0,Baseline,private
556,0.8,0.75,0.9,sucessful,0.67,1.42,Partial,private
556,0.7,0.29,0.5,unsuccessful,4.4,1.42,Full,private
556,0.6,6.0,0.8,sucessful,1.5,7.5,Baseline,commercial
556,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
556,0.9,0.44,0.7,sucessful,0.57,3.42,Full,commercial
556,0.7,2.57,0.5,unsuccessful,39.6,42.17,Baseline,government
556,0.5,39.6,0.7,sucessful,2.57,42.17,Partial,government
556,0.6,3.0,0.7,sucessful,0.86,42.17,Full,government
556,0.9,2.67,0.8,sucessful,3.0,5.67,Baseline,millitary
556,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
556,0.7,1.14,0.4,unsuccessful,56.0,6.86,Full,millitary
557,0.3,102.0,0.5,unsuccessful,13.2,115.2,Baseline,private
557,0.4,42.0,0.4,unsuccessful,42.0,84.0,Partial,private
557,0.7,0.29,0.8,sucessful,0.25,84.0,Full,private
557,0.9,1.33,0.7,sucessful,1.71,3.04,Baseline,commercial
557,0.5,26.4,0.7,sucessful,1.71,28.11,Partial,commercial
557,0.7,0.57,0.5,unsuccessful,8.8,28.11,Full,commercial
557,0.2,648.0,0.6,sucessful,9.0,657.0,Baseline,government
557,0.5,39.6,0.4,unsuccessful,126.0,165.6,Partial,government
557,0.5,13.2,0.7,sucessful,0.86,165.6,Full,government
557,0.7,3.43,0.6,sucessful,12.0,15.43,Baseline,millitary
557,0.7,3.43,0.9,sucessful,2.67,6.1,Partial,millitary
557,0.5,17.6,0.8,sucessful,1.0,6.1,Full,millitary
558,0.8,0.75,0.5,unsuccessful,13.2,13.95,Baseline,private
558,0.9,0.67,0.7,sucessful,0.86,1.53,Partial,private
558,0.4,14.0,0.4,unsuccessful,14.0,1.53,Full,private
558,0.7,1.71,0.4,unsuccessful,84.0,85.71,Baseline,commercial
558,0.7,1.71,0.8,sucessful,1.5,3.21,Partial,commercial
558,0.7,0.57,0.5,unsuccessful,8.8,3.21,Full,commercial
558,0.7,2.57,0.3,unsuccessful,306.0,308.57,Baseline,government
558,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
558,0.5,13.2,0.7,sucessful,0.86,5.14,Full,government
558,0.7,3.43,0.5,unsuccessful,52.8,56.23,Baseline,millitary
558,0.9,2.67,0.5,unsuccessful,52.8,55.47,Partial,millitary
558,0.7,1.14,0.7,sucessful,1.14,55.47,Full,millitary
559,0.6,3.0,0.3,unsuccessful,102.0,105.0,Baseline,private
559,0.4,42.0,0.7,sucessful,0.86,42.86,Partial,private
559,0.8,0.25,0.5,unsuccessful,4.4,42.86,Full,private
559,0.7,1.71,0.6,sucessful,6.0,7.71,Baseline,commercial
559,0.7,1.71,0.5,unsuccessful,26.4,28.11,Partial,commercial
559,0.5,8.8,0.7,sucessful,0.57,28.11,Full,commercial
559,0.7,2.57,0.8,sucessful,2.25,4.82,Baseline,government
559,0.7,2.57,0.8,sucessful,2.25,4.82,Partial,government
559,0.4,42.0,0.4,unsuccessful,42.0,4.82,Full,government
559,0.4,168.0,0.7,sucessful,3.43,171.43,Baseline,millitary
559,0.7,3.43,0.8,sucessful,3.0,6.43,Partial,millitary
559,0.8,1.0,0.7,sucessful,1.14,6.43,Full,millitary
560,0.8,0.75,0.5,unsuccessful,13.2,13.95,Baseline,private
560,0.6,3.0,0.8,sucessful,0.75,3.75,Partial,private
560,0.9,0.22,0.5,unsuccessful,4.4,3.75,Full,private
560,0.6,6.0,0.2,unsuccessful,432.0,438.0,Baseline,commercial
560,0.4,84.0,0.7,sucessful,1.71,85.71,Partial,commercial
560,0.5,8.8,0.9,sucessful,0.44,85.71,Full,commercial
560,0.4,126.0,0.5,unsuccessful,39.6,165.6,Baseline,government
560,0.7,2.57,0.9,sucessful,2.0,4.57,Partial,government
560,0.7,0.86,0.7,sucessful,0.86,4.57,Full,government
560,0.2,864.0,0.3,unsuccessful,408.0,1272.0,Baseline,millitary
560,0.7,3.43,0.6,sucessful,12.0,15.43,Partial,millitary
560,0.4,56.0,0.5,unsuccessful,17.6,15.43,Full,millitary
561,0.4,42.0,0.8,sucessful,0.75,42.75,Baseline,private
561,0.4,42.0,0.5,unsuccessful,13.2,55.2,Partial,private
561,0.7,0.29,0.7,sucessful,0.29,55.2,Full,private
561,0.6,6.0,0.4,unsuccessful,84.0,90.0,Baseline,commercial
561,0.7,1.71,0.8,sucessful,1.5,3.21,Partial,commercial
561,0.5,8.8,0.6,sucessful,2.0,3.21,Full,commercial
561,0.6,9.0,0.5,unsuccessful,39.6,48.6,Baseline,government
561,0.8,2.25,0.4,unsuccessful,126.0,128.25,Partial,government
561,0.8,0.75,0.7,sucessful,0.86,128.25,Full,government
561,0.7,3.43,0.5,unsuccessful,52.8,56.23,Baseline,millitary
561,0.7,3.43,0.4,unsuccessful,168.0,171.43,Partial,millitary
561,0.7,1.14,0.9,sucessful,0.89,171.43,Full,millitary
562,0.6,3.0,0.8,sucessful,0.75,3.75,Baseline,private
562,0.5,13.2,0.5,unsuccessful,13.2,26.4,Partial,private
562,0.4,14.0,0.6,sucessful,1.0,26.4,Full,private
562,0.4,84.0,0.5,unsuccessful,26.4,110.4,Baseline,commercial
562,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
562,0.7,0.57,0.4,unsuccessful,28.0,3.42,Full,commercial
562,0.8,2.25,0.7,sucessful,2.57,4.82,Baseline,government
562,0.8,2.25,0.7,sucessful,2.57,4.82,Partial,government
562,0.4,42.0,0.9,sucessful,0.67,4.82,Full,government
562,0.5,52.8,0.6,sucessful,12.0,64.8,Baseline,millitary
562,0.9,2.67,0.5,unsuccessful,52.8,55.47,Partial,millitary
562,0.8,1.0,0.9,sucessful,0.89,55.47,Full,millitary
563,0.6,3.0,0.6,sucessful,3.0,6.0,Baseline,private
563,0.4,42.0,0.5,unsuccessful,13.2,55.2,Partial,private
563,0.9,0.22,0.5,unsuccessful,4.4,55.2,Full,private
563,0.4,84.0,0.9,sucessful,1.33,85.33,Baseline,commercial
563,0.4,84.0,0.4,unsuccessful,84.0,168.0,Partial,commercial
563,0.5,8.8,0.6,sucessful,2.0,168.0,Full,commercial
563,0.7,2.57,0.5,unsuccessful,39.6,42.17,Baseline,government
563,0.6,9.0,0.4,unsuccessful,126.0,135.0,Partial,government
563,0.4,42.0,0.6,sucessful,3.0,135.0,Full,government
563,0.2,864.0,0.9,sucessful,2.67,866.67,Baseline,millitary
563,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
563,0.9,0.89,0.9,sucessful,0.89,6.86,Full,millitary
564,0.8,0.75,0.9,sucessful,0.67,1.42,Baseline,private
564,0.5,13.2,0.4,unsuccessful,42.0,55.2,Partial,private
564,0.9,0.22,0.9,sucessful,0.22,55.2,Full,private
564,0.6,6.0,0.9,sucessful,1.33,7.33,Baseline,commercial
564,0.9,1.33,0.9,sucessful,1.33,2.66,Partial,commercial
564,0.9,0.44,0.7,sucessful,0.57,2.66,Full,commercial
564,0.7,2.57,0.4,unsuccessful,126.0,128.57,Baseline,government
564,0.8,2.25,0.5,unsuccessful,39.6,41.85,Partial,government
564,0.7,0.86,0.7,sucessful,0.86,41.85,Full,government
564,0.8,3.0,0.7,sucessful,3.43,6.43,Baseline,millitary
564,0.8,3.0,0.8,sucessful,3.0,6.0,Partial,millitary
564,0.9,0.89,0.5,unsuccessful,17.6,6.0,Full,millitary
565,0.6,3.0,0.4,unsuccessful,42.0,45.0,Baseline,private
565,0.7,0.86,0.9,sucessful,0.67,1.53,Partial,private
565,0.4,14.0,0.7,sucessful,0.29,1.53,Full,private
565,0.6,6.0,0.6,sucessful,6.0,12.0,Baseline,commercial
565,0.7,1.71,0.7,sucessful,1.71,3.42,Partial,commercial
565,0.5,8.8,0.9,sucessful,0.44,3.42,Full,commercial
565,0.6,9.0,0.5,unsuccessful,39.6,48.6,Baseline,government
565,0.9,2.0,0.5,unsuccessful,39.6,41.6,Partial,government
565,0.8,0.75,0.8,sucessful,0.75,41.6,Full,government
565,0.8,3.0,0.5,unsuccessful,52.8,55.8,Baseline,millitary
565,0.8,3.0,0.8,sucessful,3.0,6.0,Partial,millitary
565,0.6,4.0,0.8,sucessful,1.0,6.0,Full,millitary
566,0.8,0.75,0.4,unsuccessful,42.0,42.75,Baseline,private
566,0.7,0.86,0.4,unsuccessful,42.0,42.86,Partial,private
566,0.9,0.22,0.9,sucessful,0.22,42.86,Full,private
566,0.6,6.0,0.6,sucessful,6.0,12.0,Baseline,commercial
566,0.5,26.4,0.4,unsuccessful,84.0,110.4,Partial,commercial
566,0.7,0.57,0.5,unsuccessful,8.8,110.4,Full,commercial
566,0.5,39.6,0.5,unsuccessful,39.6,79.2,Baseline,government
566,0.7,2.57,0.4,unsuccessful,126.0,128.57,Partial,government
566,0.7,0.86,0.5,unsuccessful,13.2,128.57,Full,government
566,0.8,3.0,0.6,sucessful,12.0,15.0,Baseline,millitary
566,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
566,0.7,1.14,0.7,sucessful,1.14,6.86,Full,millitary
567,0.4,42.0,0.6,sucessful,3.0,45.0,Baseline,private
567,0.7,0.86,0.7,sucessful,0.86,1.72,Partial,private
567,0.6,1.0,0.5,unsuccessful,4.4,1.72,Full,private
567,0.4,84.0,0.6,sucessful,6.0,90.0,Baseline,commercial
567,0.4,84.0,0.9,sucessful,1.33,85.33,Partial,commercial
567,0.9,0.44,0.7,sucessful,0.57,85.33,Full,commercial
567,0.7,2.57,0.5,unsuccessful,39.6,42.17,Baseline,government
567,0.9,2.0,0.8,sucessful,2.25,4.25,Partial,government
567,0.6,3.0,0.9,sucessful,0.67,4.25,Full,government
567,0.7,3.43,0.6,sucessful,12.0,15.43,Baseline,millitary
567,0.7,3.43,0.8,sucessful,3.0,6.43,Partial,millitary
567,0.7,1.14,0.7,sucessful,1.14,6.43,Full,millitary
568,0.7,0.86,0.5,unsuccessful,13.2,14.06,Baseline,private
568,0.8,0.75,0.4,unsuccessful,42.0,42.75,Partial,private
568,0.7,0.29,0.6,sucessful,1.0,42.75,Full,private
568,0.7,1.71,0.3,unsuccessful,204.0,205.71,Baseline,commercial
568,0.4,84.0,0.7,sucessful,1.71,85.71,Partial,commercial
568,0.7,0.57,0.7,sucessful,0.57,85.71,Full,commercial
568,0.9,2.0,0.5,unsuccessful,39.6,41.6,Baseline,government
568,0.5,39.6,0.5,unsuccessful,39.6,79.2,Partial,government
568,0.8,0.75,0.6,sucessful,3.0,79.2,Full,government
568,0.9,2.67,0.7,sucessful,3.43,6.1,Baseline,millitary
568,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
568,0.4,56.0,0.4,unsuccessful,56.0,6.86,Full,millitary
569,0.7,0.86,0.7,sucessful,0.86,1.72,Baseline,private
569,0.7,0.86,0.6,sucessful,3.0,3.86,Partial,private
569,0.7,0.29,0.9,sucessful,0.22,3.86,Full,private
569,0.4,84.0,0.7,sucessful,1.71,85.71,Baseline,commercial
569,0.8,1.5,0.9,sucessful,1.33,2.83,Partial,commercial
569,0.4,28.0,0.8,sucessful,0.5,2.83,Full,commercial
569,0.5,39.6,0.8,sucessful,2.25,41.85,Baseline,government
569,0.6,9.0,0.9,sucessful,2.0,11.0,Partial,government
569,0.6,3.0,0.7,sucessful,0.86,11.0,Full,government
569,0.3,408.0,0.9,sucessful,2.67,410.67,Baseline,millitary
569,0.8,3.0,0.9,sucessful,2.67,5.67,Partial,millitary
569,0.7,1.14,0.7,sucessful,1.14,5.67,Full,millitary
570,0.4,42.0,0.2,unsuccessful,216.0,258.0,Baseline,private
570,0.8,0.75,0.7,sucessful,0.86,1.61,Partial,private
570,0.9,0.22,0.9,sucessful,0.22,1.61,Full,private
570,0.3,204.0,0.6,sucessful,6.0,210.0,Baseline,commercial
570,0.4,84.0,0.7,sucessful,1.71,85.71,Partial,commercial
570,0.7,0.57,0.9,sucessful,0.44,85.71,Full,commercial
570,0.5,39.6,0.6,sucessful,9.0,48.6,Baseline,government
570,0.9,2.0,0.7,sucessful,2.57,4.57,Partial,government
570,0.5,13.2,0.4,unsuccessful,42.0,4.57,Full,government
570,0.9,2.67,0.5,unsuccessful,52.8,55.47,Baseline,millitary
570,0.7,3.43,0.5,unsuccessful,52.8,56.23,Partial,millitary
570,0.7,1.14,0.8,sucessful,1.0,56.23,Full,millitary
571,0.3,102.0,0.3,unsuccessful,102.0,204.0,Baseline,private
571,0.4,42.0,0.5,unsuccessful,13.2,55.2,Partial,private
571,0.7,0.29,0.8,sucessful,0.25,55.2,Full,private
571,0.5,26.4,0.7,sucessful,1.71,28.11,Baseline,commercial
571,0.5,26.4,0.5,unsuccessful,26.4,52.8,Partial,commercial
571,0.7,0.57,0.9,sucessful,0.44,52.8,Full,commercial
571,0.4,126.0,0.9,sucessful,2.0,128.0,Baseline,government
571,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
571,0.9,0.67,0.7,sucessful,0.86,5.14,Full,government
571,0.5,52.8,0.6,sucessful,12.0,64.8,Baseline,millitary
571,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
571,0.7,1.14,0.9,sucessful,0.89,6.86,Full,millitary
572,0.8,0.75,0.6,sucessful,3.0,3.75,Baseline,private
572,0.4,42.0,0.8,sucessful,0.75,42.75,Partial,private
572,0.5,4.4,0.4,unsuccessful,14.0,42.75,Full,private
572,0.7,1.71,0.8,sucessful,1.5,3.21,Baseline,commercial
572,0.4,84.0,0.5,unsuccessful,26.4,110.4,Partial,commercial
572,0.7,0.57,0.4,unsuccessful,28.0,110.4,Full,commercial
572,0.5,39.6,0.7,sucessful,2.57,42.17,Baseline,government
572,0.5,39.6,0.8,sucessful,2.25,41.85,Partial,government
572,0.7,0.86,0.5,unsuccessful,13.2,41.85,Full,government
572,0.2,864.0,0.4,unsuccessful,168.0,1032.0,Baseline,millitary
572,0.7,3.43,0.7,sucessful,3.43,6.86,Partial,millitary
572,0.7,1.14,0.7,sucessful,1.14,6.86,Full,millitary
573,0.4,42.0,0.6,sucessful,3.0,45.0,Baseline,private
573,0.8,0.75,0.4,unsuccessful,42.0,42.75,Partial,private
573,0.7,0.29,0.9,sucessful,0.22,42.75,Full,private
573,0.7,1.71,0.6,sucessful,6.0,7.71,Baseline,commercial
573,0.7,1.71,0.9,sucessful,1.33,3.04,Partial,commercial
573,0.9,0.44,0.7,sucessful,0.57,3.04,Full,commercial
573,0.7,2.57,0.8,sucessful,2.25,4.82,Baseline,government
573,0.7,2.57,0.7,sucessful,2.57,5.14,Partial,government
