attempts,probability,status,block,decryption_level
7638,0.73,intercepted,block,advanced
7639,0.75,intercepted,block,advanced
7640,0.73,intercepted,block,advanced
7641,0.84,intercepted,block,advanced
7642,0.85,intercepted,block,advanced
7643,0.76,intercepted,block,advanced
7644,0.78,intercepted,block,advanced
7645,0.68,intercepted,block,advanced
7646,0.78,intercepted,block,advanced
7647,0.73,intercepted,block,advanced
7648,0.68,intercepted,block,advanced
7649,0.74,intercepted,block,advanced
7650,0.62,susceptible,attempt,advanced
7651,0.74,intercepted,block,advanced
7652,0.58,susceptible,attempt,advanced
7653,0.68,intercepted,block,advanced
7654,0.68,intercepted,block,advanced
7655,0.74,intercepted,block,advanced
7656,0.7,intercepted,block,advanced
7657,0.66,intercepted,block,advanced
7658,0.71,intercepted,block,advanced
7659,0.76,intercepted,block,advanced
7660,0.76,intercepted,block,advanced
7661,0.68,intercepted,block,advanced
7662,0.66,intercepted,block,advanced
7663,0.79,intercepted,block,advanced
7664,0.63,susceptible,attempt,advanced
7665,0.76,intercepted,block,advanced
7666,0.84,intercepted,block,advanced
7667,0.72,intercepted,block,advanced
7668,0.75,intercepted,block,advanced
7669,0.72,intercepted,block,advanced
7670,0.71,intercepted,block,advanced
7671,0.71,intercepted,block,advanced
7672,0.73,intercepted,block,advanced
7673,0.7,intercepted,block,advanced
7674,0.74,intercepted,block,advanced
7675,0.68,intercepted,block,advanced
7676,0.76,intercepted,block,advanced
7677,0.68,intercepted,block,advanced
7678,0.72,intercepted,block,advanced
7679,0.64,susceptible,attempt,advanced
7680,0.65,intercepted,block,advanced
7681,0.8,intercepted,block,advanced
7682,0.74,intercepted,block,advanced
7683,0.74,intercepted,block,advanced
7684,0.85,intercepted,block,advanced
7685,0.86,intercepted,block,advanced
7686,0.81,intercepted,block,advanced
7687,0.7,intercepted,block,advanced
7688,0.77,intercepted,block,advanced
7689,0.85,intercepted,block,advanced
7690,0.77,intercepted,block,advanced
7691,0.7,intercepted,block,advanced
7692,0.61,susceptible,attempt,advanced
7693,0.78,intercepted,block,advanced
7694,0.59,susceptible,attempt,advanced
7695,0.68,intercepted,block,advanced
7696,0.7,intercepted,block,advanced
7697,0.74,intercepted,block,advanced
7698,0.73,intercepted,block,advanced
7699,0.76,intercepted,block,advanced
7700,0.71,intercepted,block,advanced
7701,0.68,intercepted,block,advanced
7702,0.83,intercepted,block,advanced
7703,0.66,intercepted,block,advanced
7704,0.67,intercepted,block,advanced
7705,0.73,intercepted,block,advanced
7706,0.87,intercepted,block,advanced
7707,0.69,intercepted,block,advanced
7708,0.77,intercepted,block,advanced
7709,0.72,intercepted,block,advanced
7710,0.73,intercepted,block,advanced
7711,0.68,intercepted,block,advanced
7712,0.71,intercepted,block,advanced
7713,0.79,intercepted,block,advanced
7714,0.73,intercepted,block,advanced
7715,0.66,intercepted,block,advanced
7716,0.77,intercepted,block,advanced
7717,0.81,intercepted,block,advanced
7718,0.69,intercepted,block,advanced
7719,0.72,intercepted,block,advanced
7720,0.78,intercepted,block,advanced
7721,0.71,intercepted,block,advanced
7722,0.75,intercepted,block,advanced
7723,0.73,intercepted,block,advanced
7724,0.72,intercepted,block,advanced
7725,0.82,intercepted,block,advanced
7726,0.81,intercepted,block,advanced
7727,0.77,intercepted,block,advanced
7728,0.81,intercepted,block,advanced
7729,0.75,intercepted,block,advanced
7730,0.75,intercepted,block,advanced
7731,0.72,intercepted,block,advanced
7732,0.77,intercepted,block,advanced
7733,0.77,intercepted,block,advanced
7734,0.79,intercepted,block,advanced
7735,0.68,intercepted,block,advanced
7736,0.71,intercepted,block,advanced
7737,0.85,intercepted,block,advanced
7738,0.71,intercepted,block,advanced
7739,0.75,intercepted,block,advanced
7740,0.62,susceptible,attempt,advanced
7741,0.79,intercepted,block,advanced
7742,0.75,intercepted,block,advanced
7743,0.64,susceptible,attempt,advanced
7744,0.72,intercepted,block,advanced
7745,0.77,intercepted,block,advanced
7746,0.72,intercepted,block,advanced
7747,0.7,intercepted,block,advanced
7748,0.78,intercepted,block,advanced
7749,0.81,intercepted,block,advanced
7750,0.69,intercepted,block,advanced
7751,0.73,intercepted,block,advanced
7752,0.73,intercepted,block,advanced
7753,0.83,intercepted,block,advanced
7754,0.8,intercepted,block,advanced
7755,0.78,intercepted,block,advanced
7756,0.78,intercepted,block,advanced
7757,0.75,intercepted,block,advanced
7758,0.73,intercepted,block,advanced
7759,0.76,intercepted,block,advanced
7760,0.73,intercepted,block,advanced
7761,0.82,intercepted,block,advanced
7762,0.69,intercepted,block,advanced
7763,0.84,intercepted,block,advanced
7764,0.68,intercepted,block,advanced
7765,0.8,intercepted,block,advanced
7766,0.64,susceptible,attempt,advanced
7767,0.77,intercepted,block,advanced
7768,0.8,intercepted,block,advanced
7769,0.74,intercepted,block,advanced
7770,0.74,intercepted,block,advanced
7771,0.83,intercepted,block,advanced
7772,0.79,intercepted,block,advanced
7773,0.77,intercepted,block,advanced
7774,0.69,intercepted,block,advanced
7775,0.73,intercepted,block,advanced
7776,0.77,intercepted,block,advanced
7777,0.76,intercepted,block,advanced
7778,0.82,intercepted,block,advanced
7779,0.61,susceptible,attempt,advanced
7780,0.7,intercepted,block,advanced
7781,0.64,susceptible,attempt,advanced
7782,0.74,intercepted,block,advanced
7783,0.7,intercepted,block,advanced
7784,0.71,intercepted,block,advanced
7785,0.8,intercepted,block,advanced
7786,0.73,intercepted,block,advanced
7787,0.73,intercepted,block,advanced
7788,0.76,intercepted,block,advanced
7789,0.8,intercepted,block,advanced
7790,0.66,intercepted,block,advanced
7791,0.74,intercepted,block,advanced
7792,0.71,intercepted,block,advanced
7793,0.66,intercepted,block,advanced
7794,0.67,intercepted,block,advanced
7795,0.69,intercepted,block,advanced
7796,0.74,intercepted,block,advanced
7797,0.71,intercepted,block,advanced
7798,0.73,intercepted,block,advanced
7799,0.68,intercepted,block,advanced
7800,0.76,intercepted,block,advanced
7801,0.73,intercepted,block,advanced
7802,0.82,intercepted,block,advanced
7803,0.72,intercepted,block,advanced
7804,0.79,intercepted,block,advanced
7805,0.66,intercepted,block,advanced
7806,0.52,susceptible,attempt,advanced
7807,0.67,intercepted,block,advanced
7808,0.73,intercepted,block,advanced
7809,0.81,intercepted,block,advanced
7810,0.74,intercepted,block,advanced
7811,0.89,intercepted,block,advanced
7812,0.88,intercepted,block,advanced
7813,0.71,intercepted,block,advanced
7814,0.74,intercepted,block,advanced
7815,0.62,susceptible,attempt,advanced
7816,0.66,intercepted,block,advanced
7817,0.68,intercepted,block,advanced
7818,0.72,intercepted,block,advanced
7819,0.75,intercepted,block,advanced
7820,0.65,intercepted,block,advanced
7821,0.7,intercepted,block,advanced
7822,0.73,intercepted,block,advanced
7823,0.62,susceptible,attempt,advanced
7824,0.73,intercepted,block,advanced
7825,0.6,susceptible,attempt,advanced
7826,0.71,intercepted,block,advanced
7827,0.7,intercepted,block,advanced
7828,0.67,intercepted,block,advanced
7829,0.75,intercepted,block,advanced
7830,0.7,intercepted,block,advanced
7831,0.68,intercepted,block,advanced
7832,0.81,intercepted,block,advanced
7833,0.75,intercepted,block,advanced
7834,0.69,intercepted,block,advanced
7835,0.74,intercepted,block,advanced
7836,0.7,intercepted,block,advanced
7837,0.74,intercepted,block,advanced
7838,0.8,intercepted,block,advanced
7839,0.67,intercepted,block,advanced
7840,0.69,intercepted,block,advanced
7841,0.7,intercepted,block,advanced
7842,0.71,intercepted,block,advanced
7843,0.8,intercepted,block,advanced
7844,0.81,intercepted,block,advanced
7845,0.73,intercepted,block,advanced
7846,0.75,intercepted,block,advanced
7847,0.71,intercepted,block,advanced
7848,0.67,intercepted,block,advanced
7849,0.67,intercepted,block,advanced
7850,0.73,intercepted,block,advanced
7851,0.83,intercepted,block,advanced
7852,0.78,intercepted,block,advanced
7853,0.84,intercepted,block,advanced
7854,0.84,intercepted,block,advanced
7855,0.67,intercepted,block,advanced
7856,0.73,intercepted,block,advanced
7857,0.63,susceptible,attempt,advanced
7858,0.78,intercepted,block,advanced
7859,0.71,intercepted,block,advanced
7860,0.75,intercepted,block,advanced
7861,0.77,intercepted,block,advanced
7862,0.69,intercepted,block,advanced
7863,0.7,intercepted,block,advanced
7864,0.68,intercepted,block,advanced
7865,0.62,susceptible,attempt,advanced
7866,0.62,susceptible,attempt,advanced
7867,0.73,intercepted,block,advanced
7868,0.71,intercepted,block,advanced
7869,0.72,intercepted,block,advanced
7870,0.73,intercepted,block,advanced
7871,0.8,intercepted,block,advanced
7872,0.81,intercepted,block,advanced
7873,0.73,intercepted,block,advanced
7874,0.65,intercepted,block,advanced
7875,0.72,intercepted,block,advanced
7876,0.75,intercepted,block,advanced
7877,0.79,intercepted,block,advanced
7878,0.67,intercepted,block,advanced
7879,0.68,intercepted,block,advanced
7880,0.65,intercepted,block,advanced
7881,0.8,intercepted,block,advanced
7882,0.71,intercepted,block,advanced
7883,0.68,intercepted,block,advanced
7884,0.75,intercepted,block,advanced
7885,0.82,intercepted,block,advanced
7886,0.64,susceptible,attempt,advanced
7887,0.67,intercepted,block,advanced
7888,0.72,intercepted,block,advanced
7889,0.74,intercepted,block,advanced
7890,0.68,intercepted,block,advanced
7891,0.76,intercepted,block,advanced
7892,0.75,intercepted,block,advanced
7893,0.77,intercepted,block,advanced
7894,0.67,intercepted,block,advanced
7895,0.78,intercepted,block,advanced
7896,0.79,intercepted,block,advanced
7897,0.75,intercepted,block,advanced
7898,0.7,intercepted,block,advanced
7899,0.71,intercepted,block,advanced
7900,0.67,intercepted,block,advanced
7901,0.62,susceptible,attempt,advanced
7902,0.7,intercepted,block,advanced
7903,0.83,intercepted,block,advanced
7904,0.78,intercepted,block,advanced
7905,0.72,intercepted,block,advanced
7906,0.74,intercepted,block,advanced
7907,0.76,intercepted,block,advanced
7908,0.74,intercepted,block,advanced
7909,0.73,intercepted,block,advanced
7910,0.74,intercepted,block,advanced
7911,0.69,intercepted,block,advanced
7912,0.79,intercepted,block,advanced
7913,0.74,intercepted,block,advanced
7914,0.69,intercepted,block,advanced
7915,0.74,intercepted,block,advanced
7916,0.75,intercepted,block,advanced
7917,0.65,intercepted,block,advanced
7918,0.74,intercepted,block,advanced
7919,0.74,intercepted,block,advanced
7920,0.68,intercepted,block,advanced
7921,0.64,susceptible,attempt,advanced
7922,0.61,susceptible,attempt,advanced
7923,0.63,susceptible,attempt,advanced
7924,0.79,intercepted,block,advanced
7925,0.67,intercepted,block,advanced
7926,0.76,intercepted,block,advanced
7927,0.65,intercepted,block,advanced
7928,0.66,intercepted,block,advanced
7929,0.71,intercepted,block,advanced
7930,0.76,intercepted,block,advanced
7931,0.79,intercepted,block,advanced
7932,0.76,intercepted,block,advanced
7933,0.69,intercepted,block,advanced
7934,0.79,intercepted,block,advanced
7935,0.78,intercepted,block,advanced
7936,0.66,intercepted,block,advanced
7937,0.71,intercepted,block,advanced
7938,0.77,intercepted,block,advanced
7939,0.69,intercepted,block,advanced
7940,0.66,intercepted,block,advanced
7941,0.87,intercepted,block,advanced
7942,0.85,intercepted,block,advanced
7943,0.71,intercepted,block,advanced
7944,0.71,intercepted,block,advanced
7945,0.7,intercepted,block,advanced
7946,0.7,intercepted,block,advanced
7947,0.72,intercepted,block,advanced
7948,0.77,intercepted,block,advanced
7949,0.73,intercepted,block,advanced
7950,0.79,intercepted,block,advanced
7951,0.8,intercepted,block,advanced
7952,0.84,intercepted,block,advanced
7953,0.72,intercepted,block,advanced
7954,0.7,intercepted,block,advanced
7955,0.67,intercepted,block,advanced
7956,0.76,intercepted,block,advanced
7957,0.66,intercepted,block,advanced
7958,0.67,intercepted,block,advanced
7959,0.75,intercepted,block,advanced
7960,0.8,intercepted,block,advanced
7961,0.79,intercepted,block,advanced
7962,0.73,intercepted,block,advanced
7963,0.8,intercepted,block,advanced
7964,0.75,intercepted,block,advanced
7965,0.73,intercepted,block,advanced
7966,0.7,intercepted,block,advanced
7967,0.78,intercepted,block,advanced
7968,0.85,intercepted,block,advanced
7969,0.76,intercepted,block,advanced
7970,0.68,intercepted,block,advanced
7971,0.81,intercepted,block,advanced
7972,0.73,intercepted,block,advanced
7973,0.73,intercepted,block,advanced
7974,0.77,intercepted,block,advanced
7975,0.65,intercepted,block,advanced
7976,0.8,intercepted,block,advanced
7977,0.7,intercepted,block,advanced
7978,0.7,intercepted,block,advanced
7979,0.67,intercepted,block,advanced
7980,0.86,intercepted,block,advanced
7981,0.78,intercepted,block,advanced
7982,0.86,intercepted,block,advanced
7983,0.69,intercepted,block,advanced
7984,0.69,intercepted,block,advanced
7985,0.76,intercepted,block,advanced
7986,0.58,susceptible,attempt,advanced
7987,0.81,intercepted,block,advanced
7988,0.67,intercepted,block,advanced
7989,0.81,intercepted,block,advanced
7990,0.77,intercepted,block,advanced
7991,0.8,intercepted,block,advanced
7992,0.7,intercepted,block,advanced
7993,0.67,intercepted,block,advanced
7994,0.72,intercepted,block,advanced
7995,0.75,intercepted,block,advanced
7996,0.68,intercepted,block,advanced
7997,0.74,intercepted,block,advanced
7998,0.86,intercepted,block,advanced
7999,0.7,intercepted,block,advanced
8000,0.8,intercepted,block,advanced
8001,0.79,intercepted,block,advanced
8002,0.8,intercepted,block,advanced
8003,0.73,intercepted,block,advanced
8004,0.69,intercepted,block,advanced
8005,0.81,intercepted,block,advanced
8006,0.71,intercepted,block,advanced
8007,0.73,intercepted,block,advanced
8008,0.76,intercepted,block,advanced
8009,0.75,intercepted,block,advanced
8010,0.63,susceptible,attempt,advanced
8011,0.74,intercepted,block,advanced
8012,0.73,intercepted,block,advanced
8013,0.71,intercepted,block,advanced
8014,0.72,intercepted,block,advanced
8015,0.6,susceptible,attempt,advanced
8016,0.71,intercepted,block,advanced
8017,0.79,intercepted,block,advanced
8018,0.74,intercepted,block,advanced
8019,0.73,intercepted,block,advanced
8020,0.71,intercepted,block,advanced
8021,0.62,susceptible,attempt,advanced
8022,0.61,susceptible,attempt,advanced
8023,0.62,susceptible,attempt,advanced
8024,0.73,intercepted,block,advanced
8025,0.78,intercepted,block,advanced
8026,0.64,susceptible,attempt,advanced
8027,0.65,intercepted,block,advanced
8028,0.83,intercepted,block,advanced
8029,0.72,intercepted,block,advanced
8030,0.8,intercepted,block,advanced
8031,0.63,susceptible,attempt,advanced
8032,0.75,intercepted,block,advanced
8033,0.75,intercepted,block,advanced
8034,0.51,susceptible,attempt,advanced
8035,0.73,intercepted,block,advanced
8036,0.73,intercepted,block,advanced
8037,0.69,intercepted,block,advanced
8038,0.74,intercepted,block,advanced
8039,0.74,intercepted,block,advanced
8040,0.73,intercepted,block,advanced
8041,0.72,intercepted,block,advanced
8042,0.73,intercepted,block,advanced
8043,0.75,intercepted,block,advanced
8044,0.75,intercepted,block,advanced
8045,0.68,intercepted,block,advanced
8046,0.8,intercepted,block,advanced
8047,0.68,intercepted,block,advanced
8048,0.64,susceptible,attempt,advanced
8049,0.74,intercepted,block,advanced
8050,0.68,intercepted,block,advanced
8051,0.73,intercepted,block,advanced
8052,0.59,susceptible,attempt,advanced
8053,0.77,intercepted,block,advanced
8054,0.65,intercepted,block,advanced
8055,0.79,intercepted,block,advanced
8056,0.64,susceptible,attempt,advanced
8057,0.65,intercepted,block,advanced
8058,0.74,intercepted,block,advanced
8059,0.78,intercepted,block,advanced
8060,0.67,intercepted,block,advanced
8061,0.74,intercepted,block,advanced
8062,0.69,intercepted,block,advanced
8063,0.78,intercepted,block,advanced
8064,0.72,intercepted,block,advanced
8065,0.68,intercepted,block,advanced
8066,0.69,intercepted,block,advanced
8067,0.76,intercepted,block,advanced
8068,0.75,intercepted,block,advanced
8069,0.71,intercepted,block,advanced
8070,0.7,intercepted,block,advanced
8071,0.64,susceptible,attempt,advanced
8072,0.7,intercepted,block,advanced
8073,0.64,susceptible,attempt,advanced
8074,0.88,intercepted,block,advanced
8075,0.7,intercepted,block,advanced
8076,0.76,intercepted,block,advanced
8077,0.68,intercepted,block,advanced
8078,0.73,intercepted,block,advanced
8079,0.71,intercepted,block,advanced
8080,0.82,intercepted,block,advanced
8081,0.74,intercepted,block,advanced
8082,0.77,intercepted,block,advanced
8083,0.72,intercepted,block,advanced
8084,0.74,intercepted,block,advanced
8085,0.82,intercepted,block,advanced
8086,0.68,intercepted,block,advanced
8087,0.75,intercepted,block,advanced
8088,0.78,intercepted,block,advanced
8089,0.73,intercepted,block,advanced
8090,0.75,intercepted,block,advanced
8091,0.72,intercepted,block,advanced
8092,0.78,intercepted,block,advanced
8093,0.79,intercepted,block,advanced
8094,0.74,intercepted,block,advanced
8095,0.7,intercepted,block,advanced
8096,0.65,intercepted,block,advanced
8097,0.75,intercepted,block,advanced
8098,0.65,intercepted,block,advanced
8099,0.7,intercepted,block,advanced
8100,0.7,intercepted,block,advanced
8101,0.72,intercepted,block,advanced
8102,0.81,intercepted,block,advanced
8103,0.72,intercepted,block,advanced
8104,0.73,intercepted,block,advanced
8105,0.74,intercepted,block,advanced
8106,0.72,intercepted,block,advanced
8107,0.76,intercepted,block,advanced
8108,0.7,intercepted,block,advanced
8109,0.76,intercepted,block,advanced
8110,0.71,intercepted,block,advanced
8111,0.69,intercepted,block,advanced
8112,0.72,intercepted,block,advanced
8113,0.8,intercepted,block,advanced
8114,0.78,intercepted,block,advanced
8115,0.66,intercepted,block,advanced
8116,0.83,intercepted,block,advanced
8117,0.75,intercepted,block,advanced
8118,0.78,intercepted,block,advanced
8119,0.73,intercepted,block,advanced
8120,0.63,susceptible,attempt,advanced
8121,0.71,intercepted,block,advanced
8122,0.68,intercepted,block,advanced
8123,0.76,intercepted,block,advanced
8124,0.75,intercepted,block,advanced
8125,0.85,intercepted,block,advanced
8126,0.67,intercepted,block,advanced
8127,0.84,intercepted,block,advanced
8128,0.77,intercepted,block,advanced
8129,0.68,intercepted,block,advanced
8130,0.78,intercepted,block,advanced
8131,0.65,intercepted,block,advanced
8132,0.79,intercepted,block,advanced
8133,0.72,intercepted,block,advanced
8134,0.75,intercepted,block,advanced
8135,0.71,intercepted,block,advanced
8136,0.79,intercepted,block,advanced
8137,0.79,intercepted,block,advanced
8138,0.7,intercepted,block,advanced
8139,0.72,intercepted,block,advanced
8140,0.86,intercepted,block,advanced
8141,0.67,intercepted,block,advanced
8142,0.65,intercepted,block,advanced
8143,0.73,intercepted,block,advanced
8144,0.68,intercepted,block,advanced
8145,0.76,intercepted,block,advanced
8146,0.74,intercepted,block,advanced
8147,0.89,intercepted,block,advanced
8148,0.83,intercepted,block,advanced
8149,0.71,intercepted,block,advanced
8150,0.63,susceptible,attempt,advanced
8151,0.64,susceptible,attempt,advanced
8152,0.73,intercepted,block,advanced
8153,0.82,intercepted,block,advanced
8154,0.79,intercepted,block,advanced
8155,0.82,intercepted,block,advanced
8156,0.61,susceptible,attempt,advanced
8157,0.69,intercepted,block,advanced
8158,0.82,intercepted,block,advanced
8159,0.65,intercepted,block,advanced
8160,0.66,intercepted,block,advanced
8161,0.75,intercepted,block,advanced
8162,0.81,intercepted,block,advanced
8163,0.71,intercepted,block,advanced
8164,0.81,intercepted,block,advanced
8165,0.74,intercepted,block,advanced
8166,0.74,intercepted,block,advanced
8167,0.8,intercepted,block,advanced
8168,0.76,intercepted,block,advanced
8169,0.77,intercepted,block,advanced
8170,0.71,intercepted,block,advanced
8171,0.63,susceptible,attempt,advanced
8172,0.66,intercepted,block,advanced
8173,0.6,susceptible,attempt,advanced
8174,0.75,intercepted,block,advanced
8175,0.67,intercepted,block,advanced
8176,0.67,intercepted,block,advanced
8177,0.66,intercepted,block,advanced
8178,0.79,intercepted,block,advanced
8179,0.77,intercepted,block,advanced
8180,0.76,intercepted,block,advanced
8181,0.78,intercepted,block,advanced
8182,0.74,intercepted,block,advanced
8183,0.77,intercepted,block,advanced
8184,0.68,intercepted,block,advanced
8185,0.68,intercepted,block,advanced
8186,0.57,susceptible,attempt,advanced
8187,0.69,intercepted,block,advanced
8188,0.7,intercepted,block,advanced
8189,0.74,intercepted,block,advanced
8190,0.64,susceptible,attempt,advanced
8191,0.72,intercepted,block,advanced
8192,0.71,intercepted,block,advanced
8193,0.61,susceptible,attempt,advanced
8194,0.68,intercepted,block,advanced
8195,0.72,intercepted,block,advanced
8196,0.72,intercepted,block,advanced
8197,0.72,intercepted,block,advanced
8198,0.76,intercepted,block,advanced
8199,0.75,intercepted,block,advanced
8200,0.87,intercepted,block,advanced
8201,0.71,intercepted,block,advanced
8202,0.73,intercepted,block,advanced
8203,0.65,intercepted,block,advanced
8204,0.65,intercepted,block,advanced
8205,0.79,intercepted,block,advanced
8206,0.76,intercepted,block,advanced
8207,0.84,intercepted,block,advanced
8208,0.79,intercepted,block,advanced
8209,0.74,intercepted,block,advanced
8210,0.68,intercepted,block,advanced
8211,0.7,intercepted,block,advanced
8212,0.77,intercepted,block,advanced
8213,0.73,intercepted,block,advanced
8214,0.84,intercepted,block,advanced
8215,0.78,intercepted,block,advanced
8216,0.62,susceptible,attempt,advanced
8217,0.71,intercepted,block,advanced
8218,0.65,intercepted,block,advanced
8219,0.63,susceptible,attempt,advanced
8220,0.81,intercepted,block,advanced
8221,0.77,intercepted,block,advanced
8222,0.87,intercepted,block,advanced
8223,0.74,intercepted,block,advanced
8224,0.71,intercepted,block,advanced
8225,0.9,intercepted,block,advanced
8226,0.74,intercepted,block,advanced
8227,0.76,intercepted,block,advanced
8228,0.73,intercepted,block,advanced
8229,0.69,intercepted,block,advanced
8230,0.72,intercepted,block,advanced
8231,0.7,intercepted,block,advanced
8232,0.85,intercepted,block,advanced
8233,0.77,intercepted,block,advanced
8234,0.8,intercepted,block,advanced
8235,0.64,susceptible,attempt,advanced
8236,0.76,intercepted,block,advanced
8237,0.76,intercepted,block,advanced
8238,0.76,intercepted,block,advanced
8239,0.69,intercepted,block,advanced
8240,0.74,intercepted,block,advanced
8241,0.69,intercepted,block,advanced
8242,0.77,intercepted,block,advanced
8243,0.69,intercepted,block,advanced
8244,0.59,susceptible,attempt,advanced
8245,0.66,intercepted,block,advanced
8246,0.71,intercepted,block,advanced
8247,0.85,intercepted,block,advanced
8248,0.71,intercepted,block,advanced
8249,0.72,intercepted,block,advanced
8250,0.74,intercepted,block,advanced
8251,0.67,intercepted,block,advanced
8252,0.68,intercepted,block,advanced
8253,0.75,intercepted,block,advanced
8254,0.68,intercepted,block,advanced
8255,0.69,intercepted,block,advanced
8256,0.77,intercepted,block,advanced
8257,0.68,intercepted,block,advanced
8258,0.65,intercepted,block,advanced
8259,0.73,intercepted,block,advanced
8260,0.77,intercepted,block,advanced
8261,0.83,intercepted,block,advanced
8262,0.75,intercepted,block,advanced
8263,0.82,intercepted,block,advanced
8264,0.68,intercepted,block,advanced
8265,0.74,intercepted,block,advanced
8266,0.83,intercepted,block,advanced
8267,0.73,intercepted,block,advanced
8268,0.76,intercepted,block,advanced
8269,0.77,intercepted,block,advanced
8270,0.67,intercepted,block,advanced
8271,0.76,intercepted,block,advanced
8272,0.77,intercepted,block,advanced
8273,0.68,intercepted,block,advanced
8274,0.79,intercepted,block,advanced
8275,0.71,intercepted,block,advanced
8276,0.66,intercepted,block,advanced
8277,0.8,intercepted,block,advanced
8278,0.85,intercepted,block,advanced
8279,0.72,intercepted,block,advanced
8280,0.65,intercepted,block,advanced
8281,0.79,intercepted,block,advanced
8282,0.79,intercepted,block,advanced
8283,0.8,intercepted,block,advanced
8284,0.78,intercepted,block,advanced
8285,0.75,intercepted,block,advanced
8286,0.67,intercepted,block,advanced
8287,0.73,intercepted,block,advanced
8288,0.67,intercepted,block,advanced
8289,0.78,intercepted,block,advanced
8290,0.65,intercepted,block,advanced
8291,0.71,intercepted,block,advanced
8292,0.78,intercepted,block,advanced
8293,0.72,intercepted,block,advanced
8294,0.8,intercepted,block,advanced
8295,0.72,intercepted,block,advanced
8296,0.73,intercepted,block,advanced
8297,0.72,intercepted,block,advanced
8298,0.62,susceptible,attempt,advanced
8299,0.87,intercepted,block,advanced
8300,0.72,intercepted,block,advanced
8301,0.71,intercepted,block,advanced
8302,0.6,susceptible,attempt,advanced
8303,0.76,intercepted,block,advanced
8304,0.71,intercepted,block,advanced
8305,0.77,intercepted,block,advanced
8306,0.71,intercepted,block,advanced
8307,0.71,intercepted,block,advanced
8308,0.81,intercepted,block,advanced
8309,0.72,intercepted,block,advanced
8310,0.69,intercepted,block,advanced
8311,0.68,intercepted,block,advanced
8312,0.76,intercepted,block,advanced
8313,0.71,intercepted,block,advanced
8314,0.72,intercepted,block,advanced
8315,0.69,intercepted,block,advanced
8316,0.78,intercepted,block,advanced
8317,0.66,intercepted,block,advanced
8318,0.69,intercepted,block,advanced
8319,0.67,intercepted,block,advanced
8320,0.7,intercepted,block,advanced
8321,0.77,intercepted,block,advanced
8322,0.77,intercepted,block,advanced
8323,0.8,intercepted,block,advanced
8324,0.75,intercepted,block,advanced
8325,0.7,intercepted,block,advanced
8326,0.72,intercepted,block,advanced
8327,0.74,intercepted,block,advanced
8328,0.68,intercepted,block,advanced
8329,0.75,intercepted,block,advanced
8330,0.75,intercepted,block,advanced
8331,0.7,intercepted,block,advanced
8332,0.75,intercepted,block,advanced
8333,0.79,intercepted,block,advanced
8334,0.64,susceptible,attempt,advanced
8335,0.73,intercepted,block,advanced
8336,0.72,intercepted,block,advanced
8337,0.75,intercepted,block,advanced
8338,0.62,susceptible,attempt,advanced
8339,0.68,intercepted,block,advanced
8340,0.75,intercepted,block,advanced
8341,0.71,intercepted,block,advanced
8342,0.68,intercepted,block,advanced
8343,0.63,susceptible,attempt,advanced
8344,0.74,intercepted,block,advanced
8345,0.72,intercepted,block,advanced
8346,0.69,intercepted,block,advanced
8347,0.74,intercepted,block,advanced
8348,0.81,intercepted,block,advanced
8349,0.7,intercepted,block,advanced
8350,0.67,intercepted,block,advanced
8351,0.74,intercepted,block,advanced
8352,0.68,intercepted,block,advanced
8353,0.66,intercepted,block,advanced
8354,0.69,intercepted,block,advanced
8355,0.65,intercepted,block,advanced
8356,0.78,intercepted,block,advanced
8357,0.66,intercepted,block,advanced
8358,0.69,intercepted,block,advanced
8359,0.71,intercepted,block,advanced
8360,0.7,intercepted,block,advanced
8361,0.67,intercepted,block,advanced
8362,0.84,intercepted,block,advanced
8363,0.8,intercepted,block,advanced
8364,0.73,intercepted,block,advanced
8365,0.81,intercepted,block,advanced
8366,0.8,intercepted,block,advanced
8367,0.71,intercepted,block,advanced
8368,0.76,intercepted,block,advanced
8369,0.74,intercepted,block,advanced
8370,0.76,intercepted,block,advanced
8371,0.77,intercepted,block,advanced
8372,0.68,intercepted,block,advanced
8373,0.78,intercepted,block,advanced
8374,0.81,intercepted,block,advanced
8375,0.63,susceptible,attempt,advanced
8376,0.74,intercepted,block,advanced
8377,0.63,susceptible,attempt,advanced
8378,0.8,intercepted,block,advanced
8379,0.79,intercepted,block,advanced
8380,0.83,intercepted,block,advanced
8381,0.69,intercepted,block,advanced
8382,0.74,intercepted,block,advanced
8383,0.89,intercepted,block,advanced
8384,0.72,intercepted,block,advanced
8385,0.75,intercepted,block,advanced
8386,0.75,intercepted,block,advanced
8387,0.75,intercepted,block,advanced
8388,0.75,intercepted,block,advanced
8389,0.66,intercepted,block,advanced
8390,0.83,intercepted,block,advanced
8391,0.6,susceptible,attempt,advanced
8392,0.75,intercepted,block,advanced
8393,0.7,intercepted,block,advanced
8394,0.69,intercepted,block,advanced
8395,0.58,susceptible,attempt,advanced
8396,0.77,intercepted,block,advanced
8397,0.65,intercepted,block,advanced
8398,0.58,susceptible,attempt,advanced
8399,0.68,intercepted,block,advanced
8400,0.8,intercepted,block,advanced
8401,0.7,intercepted,block,advanced
8402,0.73,intercepted,block,advanced
8403,0.74,intercepted,block,advanced
8404,0.67,intercepted,block,advanced
8405,0.64,susceptible,attempt,advanced
8406,0.73,intercepted,block,advanced
